,video_id,comments
2308,IHabft0wiv4,"['Wassup guys kaisa laga video ?\r Follow me on Instagram : https://www.instagram.com/ujjwalgamer', '💋💋💋💋💋💋', 'Technoblade never dies..... technoblade is my teacher', '💕💕💕💕💕💕💕🎄', 'Aapko bhai aapko paise chahie to main ek Idea de sakta hun ki aap Jo hunter ke ghar mein gaye the to uske ghar mein Gaye to vah to Purana hai uske Ghar mein koi nahin rahata to aap aap vah ghar ko tod dijiye Shayad aapko kuchh paise mil jaaye theek hai', 'Take a note get there by here in Germany the game Google set a look at', '5:19 dialogue was best.', 'congratulation ujiwall bhai', 'Sunny Sunny', 'Assalamu alaikum agar Ham mobile ke andar game yah range wali game download karna chahe to ho jaaye gi aur Nahin Hogi to hamen Bata dena thank u']"
2309,i3IfiZOBNjQ,"['PRince of PerSia 1\nG', 'Download game', 'Aayush Kumar', '😊❤️❤️❤️❤️', '🐍🐊🐢🐗🦁', 'The forest ka part 2 khelo', 'Gupha main raho', 'Vase takdi video banate hooo', 'Or ha bro mountain 🏔️ nhi gufha', ""Bhai aap kbhi bolte ho ki coconut 🥥 healthy hai kabhi 'achhaa to sab kuch coconut 🥥 se hi ho rha tha like vomiting 🤮'""]"
2310,DELCWxTwjCQ,"['🇮🇳🇮🇳🇮🇳🇮🇳🥰😍🤩', 'Op', 'Plane drive nahi karte hain fly karte hain 🙄🙄', 'Hello Techno Gamers ❤️❤️', 'I love you uggul Bhai', 'ujjwal Bhai apny plain ko gol gol ghummaya to mjhy chakkar agae', 'Nice video', 'J', 'Trever is a real friend', 'Congratulations for 46 million  subscribers']"
2311,0cxLxu2LeAw,"['coming your voice', 'hi', 'yes', '👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻', 'Hi ☺️', '👌', 'Techno  gamers🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮', 'Kyo', 'मरा नाम है जैसे वैसे तो मेरे नाम में बड़ा सा आता है पर इसमें पड़ा से नहीं दिख रहा है', 'غڈژڑفذپضزڈرکژڈتسذقڈزذقطقذڑفڈک']"
2312,4HAcN9QA9a8,"['Bhai jaguar ne to hosh uda diye the mere 😲', 'उज्जवल भैया उन लोगों को मारने से बहुत सारा', 'This is a good tent ⛺⛺⛺⛺⛺⛺', 'Next part', 'Douland ki link do', 'free', 'Ya game Ka name Ka ha', 'Haa techno bhai mere to venom ne hosh uda diye 👍😀😎', 'Hi techno bai', 'Is game ka naam kya hai']"
2313,DMDff568-0c,"['Wassup guys kaisa laga video ?\r Follow me on Instagram : https://www.instagram.com/ujjwalgamer', 'GTA', 'Photo banana nahin aata mere ko', 'Suppose aagr techno gamer ek gamer nahi hota to ye ek civil engineer aache rahte h', 'Bhai 20Millions surprize kab ayegs', 'Tenchno gamers mind craft ma foot bole dikhao Bana ke dikhao', 'No spider is dirty mom so dirty mom', '❤❤❤🥔🥔🍗🍗🥚🥚🎖😍😍😍💋💋💋', 'Mar diya', 'Yaar pandey loge Yaar 😢']"
2314,ZwyV7X8JyFE,"['I want Cat', 'Cat', 'Dog because they are loyal', 'Dog kyunki vah faltu hota hai', 'What is the name of game??', 'cat is very good', 'CAT', 'Fish', 'My favourite pet in dog😍😍', ',dog']"
2315,tNGwnKwOFjY,"['😱😱😱😱😱😱🙀🙀🙀🙀🙀🙀🤔🤔🤔', 'You can protect the earth last one try it', 'Solar smash', 'Solar smashed game again', 'Oart2', 'Tune India ko pahle Kyon Kiya US ko pahle karta tujhe pata nahin kya Ki Us Ne Ham per Hamla kiya tha India Mein To Ham Sab rahte hain aur agar tum Indian Hai To Tu yah nahin karta lekin tu Indian hai hi Nahin mujhe pata hai aur Agar Hai To tune Kyon Kiya Main Tujhe yah Nahin Kahana chahti ki tu kharab hai ki tu sabse pahle US ko Karta Mujhe Achcha Lagta thoda', 'Abe gadhe Jupiter is gas plant', 'Niae3', 'Jdkgg', 'M']"
2316,XsoRV5p_H20,"['Wassup guys kaisa laga video ?\r Follow me on Instagram : https://www.instagram.com/ujjwalgamer', 'Brow tum bhaut attcha game khalta ho😁👍🙏🏿 you ❤️', 'Part 2', 'No🤨😥😱😰😂😤', 'Aap bahut acchi video banate Ho', 'Maja aya', 'Bhai apke number Da do yar', '89789', 'Plz Bhai chapter 2', 'Bhai apka pas dam ha to ask bar nahe marna']"
2317,U0VCcwGrWls,"['My name is Rijwan your Games My Febret', 'Bhai ab na ranch simulator ke video me cyberpunk wala shirt Pena hua hai', '🥳🥳🥳🥳🥳🥳🥳💙💙❤️❤️❤️💙💙👍👍👍👍👍👍👍👍👍👍👍👍🧠🧠🧠🧠🧠🧠🧠🧠🧠🧠🧠🧠💐💐💐💐💐💐💐👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻😍🤩🥰🤗🤑', 'Bhai tumhara koi girl freind he kya . sac bolna', 'Me v:(', 'Name is jihad cyber gun battle Roy games', '👍👍💯❤️', 'Hi My name is Ayay', 'Maen aapse ÷2 age ka hun', 'Very nice video']"
2318,wqW7bGliQco,"['Wassup guys kaisa laga video ?\r Follow me on Instagram : https://www.instagram.com/ujjwalgamer', 'Tumhara game ka naam bhi bahut acchi hai tumhara big fan by big fan tum mere ghar aaoge Na Bolo Samrat Shah Amritsar', '🤘🤘🤘🤗🤗🥰🥰😨😨😨🤔🤔😈😈😈😥😥😱😱', 'Mere Bhaiya Grand chapter 2 ka video bhej de', 'Mere Bhaiya baby yellow game ka video bhej de', 'Kabhi Kuchh acchi video banaa liya karo', 'aadaivasi nahi aadimaanav', 'Nice bro', 'Tum ne Bai  cooking walla game diya likin muje smj me nahi aa rha he ke 🍳  kese kro techo Gamez  ke boss', 'Granny3']"
2319,MkC47wDKDNc,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', '😔😔😔', 'Hamein pyare se husky ka bohot dukh hai🥺😢😭 aap uska badala😠😡😤 zarur lena', 'Dubai', 'LESTER TO CHITER BACH', 'Lester', '🥰😍🤩', 'RPG samaroh maro', '. Acha laga video', 'Not good']"
2320,Ayqk_xWbzds,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'Video ki shuruaat bahut achi hai bro', 'perfecto in spanish', 'Hello techno gamer me apka bahut bade fan hu ape frag game ka videos bana ke YouTube dale please apka fan Shubham Shinde', 'Tzu sk os ios ios jos nos ßæœpp', 'Bhai game ka name', 'Part 2 please', ""I'd dft jkgg"", 'Gts❤️❤️❤️❤️❤️👍👍👍😄😄👌👌', ""I'm re-watching this series for the 4th time know! I love this!  I always  come back to watch this.""]"
2321,G5_vru46Bsk,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'Bhai dusron se kya Sudhar Tum pahle Khud to Sudhar jao', '🧕💪💀☠️🧟\u200d♀️🧟\u200d♂️', 'Bro iske Or video lao', 'Bhai apkaaa reaction 😅', 'Wah', 'i   am   8   years   old', 'big    fan   bhai', 'Techno gamerz mobile', 'Part2']"
2322,bLsNDUmw9vI,"['Wassup guys kaisa laga video ?\r\nFollow me on Instagram : https://www.instagram.com/ujjwalgamer', 'Tahreem \nOp', 'Only 2 games maly', 'Tekanho', 'Tech', 'Techno ranch', 'techno ranch would be good', 'Techno', 'rah name techon gamerz rah', 'Mech arena and lords mobile khel kar dekho']"
2323,Yk6RNgADt60,"['Wassup guys kaisa laga video ?\r\nFollow me on Instagram : https://www.instagram.com/ujjwalgamer', 'Carpet ke niche sealeanten lgao tub dekhna light castle ka', 'make a mall', 'Ujjwalmynameisusman', 'Ujjwal fan oppppppppppppp', 'Ujjwal bhai iron farm ke ander red flower mil ta he', 'Kya Ender Dragon ko Over world Me\nLiye ja Saketa Hai', 'Build Dimond Farm', 'Kaushal bahut Achcha lag raha hai', 'Ice scream 7']"
2324,BA0pgBkdBZs,"['We just crossed 18 million subscribers! Thank you so much for your love and support...', 'Full sport bro ❤️ op in the chat and', 'ap ko police walo na areest  kar lia ha to franklin kaha ha jb tunl se bank ma robbry kithi', 'leberti friend is traver part 2', '🌹🌹🌹🌹🌹🌹🖤🖤🖤🖤🖤🖤🥰🥰🥰🥰👌👌👌👌🎉🎉🎉🎉😘😘😘😘😘😘😘😘', 'Legends no the Micheal life changed by delivered dinka jester car to big mafia son', 'फ्री फायर की वीडियो बन्ना ओ', 'Liberty Wale friend ka or big mafia kr Bhai ka naam kya hai', 'What is the name of Liberty City friend?', 'Usse Jyada Khatarnak gangster aap ho']"
2325,4WjBkcxRyHo,"['Bhai 5 lakh se jyada ho gaye aabhi to part 2 lao iska 😭😭😭😥😢', 'Gas stations simalate', 'nice game❤️❤️❤️😘', 'I like you ❤', 'wow yar ap kitne cute ho☺', 'Op video', 'Gta5', 'Game. Name', 'Hi', 'ffffffffffffffffffffffffffffffff']"
2326,ULWjNfRBRCI,"['Wassup guys kaisa laga video ?\r\nFollow me on Instagram : https://www.instagram.com/ujjwalgamer', 'Can you please send a link to open this game', 'D.C. THESAME😯😎🥇🏆', 'Ujjwal Bhai tumne car trailer kharida tha', 'Lay', 'Gamep', 'Ro', 'Ult', 'Ranch sim', 'NA NO🐓🐓🐔🐔']"
2327,AqAL5CbC0Lk,"['Guys how do you like minecraft pc', 'Loggy', '30 million very very soooon', 'yeslikeminecraft😍😍😍🥰', 'Wow', 'Good pc', 'Bhai aisa pc bohot rare hota hai', 'Guys how do you like minecraft pc', '1🅢︎🅤︎🅑︎🅢︎🅒︎🅡︎🅘︎🅑︎🅔︎ 150 apki ma ki age kitni h o gi', 'bohot bada chuna laga hai aapko']"
2328,Rydd1GIhhC0,"['Wassup guys kaisa laga video ?\r\nFollow : https://www.instagram.com/ujjwalgamer', 'Good', 'Donats is testy', 'Next vedio', 'USAMA', 'Donuts 🍩 🍩 khana bhot tasty ho ta hai creamy chocolaty', 'Donat eat iam shijas I iove you Ujjwal', 'Rishi na', '7123तफेड', 'Contenue It']"
2329,x6FNQmn7CMc,"['Wassup guys kaisa laga ""Nether Portal"" wala trick  ?', 'nhi', 'Dkjdjsjs', 'Bhai lLooting three  wali  sort si Trident la dho', 'Normal is the trick', 'No', 'No', 'Mujhe nahi pata hai🙁.\nMinecraft lovers', 'Apka fan\nApki har video dekta hu. 🤗', 'Yes i no']"
2330,FjWhUEcnAgA,"['Guys video kuchh jyada hi late ho gya...But LIKE, SHARE aur SUBSCRIBE banta hai...', 'Ap bolte bahut ho yrr', 'when Michal is a checking a bank  balance  then there is a hand is showing a middle fingure', 'Ryrt', 'Haldwani', 'Op', 'Bsdk gtta v dall teri maa ka bhosda', 'Bhai 18 second lagte hai', '# Bhai app pro player Ho Na to Ya game play kar ki batwo project dreft 2.0. Game play Karo😎 dum he to', 'Congratulations 1.1 million  technology gamar z']"
2331,svZJbP1P-sA,"['Wassup guys kaisa laga video ?\r\nFollow me on Instagram : https://www.instagram.com/ujjwalgamer', 'Granny 4', 'What', 'I love this video🎥', 'Heroines ki video mujhe bahut acchi lagi aap kya mujhe Rani chapter 4 Ka 4 and 5 ki video dikha sakte hain dikha sakte hain to jaldi message mein bataiyega bye bye', 'Ma to harman ghay', 'Hi', 'Finds', '22.44', ""We want old Ujjwal who uploaded GTA V video every fourth day \r\nNow it's eleven days no GTA V video😰😥""]"
2332,o8LX4mBzFfs,"['Wassup guys kaisa laga video ?\r\nFollow me on Instagram : https://www.instagram.com/ujjwalgamer', 'Noob', 'Minecraft me school banao', 'Minecraft me school banao', 'Is game ka name kya hai', 'Nice acting pehle se tip dekha tha', 'This is a paid game', 'Havy.  Drivwr', 'Havy.  Dr I', 'i am your big fan i like your video 👍👍']"
2333,xJcPdyLxGKo,"['Wassup guys kaisa laga video ?\r Aajao Instagram pe : https://www.instagram.com/ujjwalgamer', 'You this game have 1sank name tall iam name faizan', 'Chote chicken ko chuje kahte hain', 'Horse ka update aa gaya tha jab tum ne garage banaya', 'Or video banao ranch simiolater ke', 'Are yaar yah Choos hai', 'French emulator Kaisa dikhe', 'French emulator Kaisa Dikhe photo reveal', 'Op', 'Ujjwal pleas ek new car lelo']"
2334,HdWSGeanjnM,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'Build The  Dimond farm', 'Build the Building And  City', 'In next video you should create experiments in education edition minecraft you can make a 1000 things in that', 'Copper line you can make from copper', 'Copper rod', 'Gjcj', 'Lol', 'Cooper belok', 'ligting rod']"
2335,Uux8YyS7Paw,"['Guys Kaisa Laga Horror Episode ? Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'Please play granny Oggy', 'It is a Sasti selndrina', ""One thing is clear that you don't know anything about slendrina 😂😂"", 'V', 'Before reaction - 0:32 after -4:12', 'its very funny', '👍👍👍', '11:25 funny moment 😂😂🤣🤣🤣🤣', 'very good gaming']"
2336,hcnSJ6X3EiM,"['Yes you are right 👍👍', 'P0jo', 'First sponserd', 'dfsgzd\nhjkvguio\nhi\nhio\n\n\nhi', '👌👌👌👌👌👌👌👌', '👌👌👌👌👌👌👌👌👌', 'Techno gamer zI love', 'Duniya Ke Acche game YouTube per', 'Bahut Achcha video banate ho aap', 'TYUI']"
2337,hOJx2B_vAL0,"['Guys Kaisa Laga Ye Last Episode ? Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'i love you 💟💟💕😙😙😙', 'Bhai resident evil 7 bhi khelo na', 'm bhool nahi pata is serious m mujhe bhot pasand h ujjwal bhai love you bhut achi series thi ♥️🙏', 'You are my best friend of the world 💞🌎', 'man was walking  in last scene he is eithan', 'play DLC shadow of rose', 'i cried at last', 'why ethan died 😭😭😭he is hero', 'Pls made a video of resident evil 9 pls forme']"
2338,gPQZMZFVs80,"['Wassup guys kaisa laga video ?\r Aajao Instagram pe : https://www.instagram.com/ujjwalgamer', 'Very bad', '😊', 'Next part', 'Hi', 'Yahi', 'Dog ka rokey', 'Last car scene 👌👌👌👌🤩🤩🤩🤩', '1:14:06 hour very big episode thank you for this episode 🤩🤩🤩😉😉😉', 'Triple h hairstyle']"
2339,hq5YvMTSSng,"['Guys enjoy this funny gameplay video, tomorrow GTA V new episode 🔥', 'Comment me link to dedo yar', ',💩💩💩💩💩💩', 'Atharv', 'Happy 😊', 'Hi bhaiya main aapka friend hun aapki har video dekhta hun ❤️❤️👍🙏', '11', 'nahi', 'bhai  ma', 'No bro 😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴👿👿😈😈👿👿😈😈😈👿💩💩💩💩💩💩💩💩💩']"
2340,VAMIyhIPHIo,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'You are very Pro and support', 'good   video', 'Overrated YouTuber', 'Řèšìđêñť évil op', 'Dragon Ball z game khel ke dikhao', 'Ujjwal bhai you can play mech arena', 'Hi Ujjwal bhai', 'I am Pakistani but indian and Pakistans are friends', 'AP endless nightmare khelo Maza ayga']"
2341,dcd5obPmGDY,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'Op', 'My bother', 'Ha bhia samajh me aa gaya doodh me Pani milaaoge', 'Ya save egg lao ga chickens fight ta ha', 'milawat karna', '300KALITAHPAG', 'MASABGGAY', 'AONKEBAKANDFE', 'You mix water and milk']"
2342,3zYNLzPDWU0,"['Guy’s Like & Comments karna mat bhulna 🔥🔥🔥', 'Plz reply this game new', 'techno gamerz should play far cry 3,  4  , 5  and 6', 'Technical world map ki sari video ko like karta hoon please ek video pennywise ke upar bhi banaa Lo chapter 3 banana', 'Bro attack on the red light of this guy', 'Map use', 'He drop his magnum ammo to pickup launcher', 'Offline or online this game', 'YOUR DAUTHER🤣🤣🤣🤣', 'O hero mane last me hero ke spaling galat likh die']"
2343,K5V1Z6p2UDY,"['Wassup guys kaisa laga video ?\r\nAajao Instagram pe : https://www.instagram.com/ujjwalgamer', 'Bhai 20million surprise kab   ai ga', 'Ka naam serorakhte achcha naam hai', 'Bhai main aapka fan Hoon', 'Your hair', 'This guys pretty funny glad i found your channel man keep up the great content!', 'Respond set kaise rakh sakte hain', 'अरे टैकनो भाई अब तो आपके पूरे बीस करोड सबक इबरश हो गय है अब तो अपना  Minecraft का सपराईस रिवील करो यार करो', 'Noob', 'Tumhe cricket pasand hai kya']"
2344,GS5h-mCfeGw,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'Horror cloud it Khelo mithpet', 'उज्वल भाई नमस्ते मेरी छे साल की बेटी आपकी बहुत बडी फॅन आहे प्लीज आपका कॉन्टॅक्ट नंबर दिजीये आपसे बात करना चाहती है', 'Freefire chlo', 'Good night launcher bhul gaya', 'Techno Gamerz', 'he just missed the explosive weapon', '👋', 'YOU ARE BEST GAMER', '29:44 cow be like:- bro maja aa Riya na...koi dikkat ni ho rhi 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂']"
2345,kR4yTIHauFk,"['Sorry Guys is baar to video kuchh jyada hi late ho gya...But LIKE, SHARE aur SUBSCRIBE banta hai...Follow me on Instagram: https://instagram.com/ujjwalgamer', 'Op', 'Legends watching while eating 😂😋', 'Farig player Ho tum', 'erfgste', '58:16 funniest moment ever 🤣 😂', 'Ujjwal bro le aao video', 'GTA v  ka video 130', 'Nice video', 'You are mad']"
2346,l0WtsBwncTI,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', '42:30', '7:44', '❤️❤️❤️❤️❤️😨😨😨😨😨😱🤩🤩😍', 'Main Tumhari fan', 'Tumhari Kismat bahut acchi hai sath mein meri bhi Mansi', 'My janu main Mansi bol rahi', 'Tum mat sorry ko tum mujhe bahut pasand ho I love u tu', 'yipo', '-12333333333988']"
2347,hAdzAUhb7nE,"['Aaj to LIKE, SHARE aur SUBSCRIBE banta hai...Follow me on Instagram: https://instagram.com/ujjwalgamer', 'I want more of this game', 'Game ka link dedo bahi', '🙏🙏2', 'Cow milk deti h tab khana kha leti h', 'GTA 5😭😭', 'Umer', 'GTA5 ki video kab ay gi', 'Bhai aap meat basket se le jaao', 'GTA 5']"
2348,ZTYyzenvx0c,"['Aaj to LIKE, SHARE aur SUBSCRIBE banta hai...Follow me on Instagram: https://instagram.com/ujjwalgamer', '21:47', 'Ye game of thrones jaisa lg rha 🧐', 'Op techno gamerz', '😊 😃 😄 ☺ uoy', 'Manshikumanshi', 'Tumhara game please Hamen Achcha  I LOVE', 'Amayra😱😱😱😱😱😈😈😈😂😂😂😂😂🧟🤣🤣🤣🤣🤣🤣', ""That's very good it's dangerous and scary monster"", 'OP LEGEND HACKER GOD HACKER']"
2349,-Zd-mz35avo,"['Wassup guys kaisa laga video ?\r\nAajao Instagram pe : https://www.instagram.com/ujjwalgamer', 'PRO Gamer', '69 th episode is my favroite 🤣🤣', 'Guys jo log ujjwal bhaiya sa dil sa pyar karta ha vo log  video ko like karo channel ko suscribe karo', 'Buitifull', 'Bhot amazing ajju bhai kdr', 'Instagram ki photo bi accha laga.', 'very very very very very nice and I will subscribed you.', 'Very nice', 'iron farm']"
2350,wenByZGWPRw,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'Best boss fight bhai ❤️', '42:40', ""I'm 14. And I'm learning piano since 7 years. And now I go to play at clubs, marriage's and other functions."", 'Casio', 'muje ata hai na', 'Much nhi Puch😂😂', 'Drom', 'Ujjwal residential kaise download karenge', 'Bhai resident evil village standard edition or gold edition mein kya difference hai']"
2351,GPSFUUyevHU,"['Jaldi se LIKE, SHARE aur SUBSCRIBE kardo...\r \r\nFollow me on Instagram: https://instagram.com/ujjwalgamer', 'Techno  dog', 'Yat part two be plz plz plz plz plz plz plz plz', 'tiger is the name of this dog tiger name shut in this dog', '29:40 par jail me bhi ladai ho rhi h salo ko chain nhi h ladne se😂😂', '28:50 par jab pair pr goli padi to lungi dance shuru😂😂😂', 'more name', 'Bhai Mujhe dog ke naam Nahin Aate', 'Dogger', 'S']"
2352,5vcKd7OS5BY,"['Jaldi se LIKE, SHARE aur SUBSCRIBE kardo...\r Follow me on Instagram: https://instagram.com/ujjwalgamer', '❤️\u200d🩹👻', 'house', 'Ande mein se bacche Nikalti murgi', 'Bhai kal gta v ka video 1pm', 'Isliye Marti hai ki uske ande ko vo bacche manti hai isliye Marti hai.', 'Yeeeeeeeéees', 'Yar of etni denoo ka bad video aflood kartai kho tori jaldi aflood karona 17 ep plz plz l am big fan', 'Yes', 'Game  Ka.  Name.  Keya. H']"
2353,RktTwe-Ge2c,"['Guys Kaisa Laga Ye Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'Are bhai isko maro', 'Bhut mast hai', 'Next horror game kab aane wala hai \nI am very interested please', 'Please ya video kispe khel shakta hai', 'Ata nahi', 'October reserent evil village 9 ke October 28', 'Tecano gamer reserent evil village 9 28date', 'Nahi acha laga', 'Aap to haar gaye']"
2354,o-EFIhAiBzs,"['Wassup guys kaisa laga video ?\r\nAajao Instagram pe : https://www.instagram.com/ujjwalgamer', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💗❤❤💗💗❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ujjwal ke girl friend ka mineceaft', 'Stone bricks slab laga do acha nhi lag raha h', 'shining  pool  banaya  chahiya', 'castle ka naas peet diya', 'Ysudgdyhr', 'हर्ष', 'हर्ष', 'Aap kitne hacker ho please kya  a aap mujhe bataynge apne minecraft kaise download kiya please bataynge', 'LOKICRIPE GAM']"
2355,Q61JvNs5pOY,"['Guys agar aap log har week GTA 5 ki 2-3 video dekhna chaahte ho to ""SUBSCRIBE"" thoko😅😍\nFollow me on Instagram: https://instagram.com/ujjwalgamer', 'Techno gamer kya aap apna number de sakte ho mujhe baat karni hai aapse.', 'Ride in plane', 'You harla', '', '51:49 Epic seen', 'My name is Jivesh', '50:37 🤣😂🤣😂🤣😂', 'Ujjwal pagla', 'Techno gamerz aapane to parking hi nahin banai']"
2356,_KBl4YrUkc0,"['Wassup guys kaisa laga video ?\r\nAajao Instagram pe : https://www.instagram.com/ujjwalgamer', 'The best part when the crow change into witch', ""The best part is that we cannot feel our character's pain when he gets hurt 💔 thank God"", ""I'm new to ur channel and i loved the way u play such horror games, ❤️"", 'Hello You and I Friend', 'Oh. Tomrro very horrya', 'Verry nice', 'ORO', 'Yooo watsup guys kaise hai AAP log', 'Bhai god of war khelo']"
2357,UjmysdQZFpk,"['Jaldi se LIKE, SHARE aur SUBSCRIBE kardo...\r \r\n\r\nSubscribe to our Second YouTube Channel: https://www.youtube.com/c/UjjwalGamer', 'NO AASMAAN BLUE', 'nooooooooooooooooooooo.', 'Bro Tum 20 million carana Uno Ek Banda dekh liya Ek Bar jakar Dekh Lo kya gadbadi hai vahan per', 'No', 'Ase hi mobs fight dhikaoo', 'Hero bride ke aane ka sambandh hai main jhooth nahin', 'No', 'No', 'Mareshath bhi hotahe']"
2358,4bPj9UeWCQc,"['Guys Kaisa Laga First Episode Agar Achha Laga to LIKE, COMMENT & SHARE KARO....', 'Bro please play the resident evil 8 the shadows of rose', 'Mujhe aapke video bahut acchi lagi Resident Evil 8 mein part Van se part 10 Tak Mujhe video acchi lagi aur Aise video banate Rahana mera naam Mehul hai main Gujarat se hun', 'I Love you too much,, 🥰💘💝💖😽😽👄', '24:33', 'you are legend', 'My son is big fan of yours, his name is Abdul Kadir plz do say Hi to him in your latest vedio.', 'happy. depawali', 'Biggest fan', 'One of the best game he has played ever 👍👍']"
2359,ypJCspxcq1o,"['Wassup guys kaisa laga video ?\r\nAajao Instagram pe : https://www.instagram.com/ujjwalgamer', 'is game ka naam kya hai', 'देखते है की 🇮🇳🇮🇳🇮🇳 इस तिरंगे को कितने लाइक मिलते है', 'hi', 'Nice', 'very good', 'Bhai mast game hai', 'Techno.    Gamers 😇😇😇😇😇😄😄😄😄😄😄😍😍😍😍😍🤩😍😍🤩💯💓💓💓💓💓💓', 'Bhaiya Big Fan 😍🥰🥳🥳🥳🥳', 'can you play among us ??']"
2360,eZVra77N7QE,"['Jaldi se LIKE, SHARE aur SUBSCRIBE kardo...\r \nFollow me on Instagram: https://instagram.com/ujjwalgamer', 'Dog ka name tufy', 'Husky', '3:)', 'Bro hame pahele wala techno gamer chaiye jo har week mai vta 5 ki video dalta tha apki maa kasam hai jagar apne wapis har week mai 1 video nahi dali tho', 'Bhai Jimmy rakhdo 😂😂😂🤣🤣🤣🤣', 'Pro', 'परङा', '....,,', 'Samer']"
2361,_Ym7Cz4TswU,"['Jaldi se LIKE, SHARE aur SUBSCRIBE kardo...\r Follow me on Instagram: https://instagram.com/ujjwalgamer', '30', 'Diamond', 'Ujjwal bhai tum achha game khelte  ho', 'Aap mera call nahin uthate', 'Abhi to 30M special surprice aane Bala Hein paar 20M special surprice ku nhi aaya', ',', 'play in speed 1.75x from 1:50 see ........ i cant believe my ears', 'yes', 'Van ap 200 endrchast banaou']"
2362,SwId4vVZC8I,"['Jaldi se LIKE, SHARE aur SUBSCRIBE kardo...\r Follow me on Instagram: https://instagram.com/ujjwalgamer', 'Hlo Bhai big fan', 'Trance simulator ko kaise download kar sakte hain vah wali video', 'Hello game ka name kia he', 'Please play dead target 🙏🙏🙏🙏🙏', 'Azhan. Apka. Kazan.  Hai', 'Azhan. Apka.  Kazan.  Ha', 'Ranch Sam u later game kasaydowaleandkara', 'Piche wala hissa vah jo hai na usko kholo aur tab black a jaenge', 'Please play ranch similater']"
2363,RyTxSbQQXpE,"['Jaldi se LIKE, SHARE aur SUBSCRIBE kardo...\r Follow me on Instagram: https://instagram.com/ujjwalgamer', 'Police gta 5 part 150', 'Bhai 20million Ka surprise 100million pe aye GA kya', 'Bhai clash of clans kelo', 'hello Ujjwal bhi', 'You are the best in the world', 'Be came indian army', 'yaar bhai aap Itni gaming khelte kahan per ho yah pubg Khela karo pubg pubg Khel karo pubg Puri Duniya Pakistan ke log', 'hallo', 'Bahut sari aisi video banao']"
2364,x6JDYLWU-mw,"['20 Million Par Special Surprise h Minecraft mai', 'Warden', 'Ujjwal fans. Like                                                 👇👇', 'Bro Warden jo Minecraft ka sabse Powerful Monster ha vahi rha gaya ha', 'warden is left', 'sorry black shirt wala itna gold apne loota tha bhai oye hoye😆', 'Yaar woh black piglin maine apki ek video dekh ke kaha🤣😅😂', 'last 1 is ghast', 'Please play monster school', 'Crow']"
2365,mvqpA_SsFrQ,"['Wassup guys kaisa laga video ?\nAajao Instagram pe : https://www.instagram.com/ujjwalgamer', 'GTA v will run on DDR 5 1 GB graphics card and 6 GB ram will run perfectly be cause I play on my system', 'Normal :el Rubio😂😂😂.\nTriple legend:techno gamerz,lester😂😂\nLegend never die : duggan boss😂😂😂 😂😂sahi may😂😂', 'please reply bro i am in class 6 and i like your style love you bro🤩🤩🤩🤩🤩', 'nice ujjal bhai big fan of you bro in my life i want tomeet you big fan😇😇😝', 'Op techno gemerz', 'You need to wear the mask', 'Hi', 'Normal person : L rubio\n  Legends : L Buro\n   😂😂😂😂😂😂😂😂😂😂', 'nice techno gamerz']"
